title,url,used_url,body_len,label,confidence,evidence,aspects,lex_margin,lex_hits_pos_n,lex_hits_neg_n,trig_pos,trig_neg,impact_score,impact_tier,impact_why,sent_score,label_int,model_used,simhash64,reused_from_cluster,domain,date
"Box Office: Disney’s ‘Wish’ Fizzles, ‘Napoleon’ Beats Expectations as ‘Hunger Games’ Lands on Top Again - Variety",https://news.google.com/rss/articles/CBMirgFBVV95cUxNdFV2Rko2bXRya2RPSnBtV0JUdDRneTNDcXdfSWRST1JxaGladTZnamhnQW4xVXV4WmY0VktyQ0xaU09oR2hmV21ldFZjakJNUGZzSHE2NjMzQWhQV1dVOFp1eTJVWjVQdkZNejNnUHhRN0JtRFhlLTN5V0I5ZTBXcm56SE00UXlueVN3d01MNG1oZDVaLUdBQ084cnF4Y1ByX3hVRC10S1lGdm1VV3c?oc=5,https://news.google.com/rss/articles/CBMirgFBVV95cUxNdFV2Rko2bXRya2RPSnBtV0JUdDRneTNDcXdfSWRST1JxaGladTZnamhnQW4xVXV4WmY0VktyQ0xaU09oR2hmV21ldFZjakJNUGZzSHE2NjMzQWhQV1dVOFp1eTJVWjVQdkZNejNnUHhRN0JtRFhlLTN5V0I5ZTBXcm56SE00UXlueVN3d01MNG1oZDVaLUdBQ084cnF4Y1ByX3hVRC10S1lGdm1VV3c?oc=5,0,bullish,0.78,beats,[],2.5,1,0,beats,,0.495,medium,lex=1.00; conf=0.78; novelty,0.78,1,gpt-4o-mini,1255001688862920890,0,news.google.com,2023-11-25
15-inch M2 MacBook Air review: Should you upgrade your laptop? - Mashable,https://news.google.com/rss/articles/CBMiX0FVX3lxTE5ERFZKU3d1LU1KZHBNWVI3Q1ZHSEMzWWlXOWtfaW5QUnNRMF9QUmY2enpqcTlvQXZrYWlhaFJiSHQ5UEpPZk1yUktpZ1lrcG05QnFtMklhS290d2VCRVdn?oc=5,https://news.google.com/rss/articles/CBMiX0FVX3lxTE5ERFZKU3d1LU1KZHBNWVI3Q1ZHSEMzWWlXOWtfaW5QUnNRMF9QUmY2enpqcTlvQXZrYWlhaFJiSHQ5UEpPZk1yUktpZ1lrcG05QnFtMklhS290d2VCRVdn?oc=5,0,bullish,0.78,upgrade,[],1.6,1,0,upgrade,,0.592,medium,hard_trig; lex=0.80; conf=0.78; novelty,0.78,1,gpt-4o-mini,15454744215294606687,0,news.google.com,2023-11-25
Exclusive: Google pushes for antitrust action against Microsoft in UK cloud market - Reuters,https://news.google.com/rss/articles/CBMisAFBVV95cUxPc2NYdUlDcGpiQUc0czJfWlRsTXh4Qk8xdld3NVhPV2tHRFVQVVNBNzh3SjByblF4dUoxU2szRUxqTW9fLU5lY1d5cjcwSDlkZFlCcEF1Wm1EMGd6bmlROG1HeFRzZkVvWlpyMml2cWN2Q3B1RFFWc0lFX3ljYmI0UTZpdl8yMXdpNnEwNnB5NklJRi0tVFk2c2NzOVkyV0QxbWJIc2lZWlBsbktCM0RRVA?oc=5,https://news.google.com/rss/articles/CBMisAFBVV95cUxPc2NYdUlDcGpiQUc0czJfWlRsTXh4Qk8xdld3NVhPV2tHRFVQVVNBNzh3SjByblF4dUoxU2szRUxqTW9fLU5lY1d5cjcwSDlkZFlCcEF1Wm1EMGd6bmlROG1HeFRzZkVvWlpyMml2cWN2Q3B1RFFWc0lFX3ljYmI0UTZpdl8yMXdpNnEwNnB5NklJRi0tVFk2c2NzOVkyV0QxbWJIc2lZWlBsbktCM0RRVA?oc=5,0,bearish,0.78,antitrust,[],2.0,0,1,,antitrust,0.664,strong,hard_trig; lex=1.00; conf=0.78; novelty,-0.78,-1,gpt-4o-mini,3931720741485883899,0,news.google.com,2023-11-29
The Inside Story of Microsoft’s Partnership with OpenAI - The New Yorker,https://news.google.com/rss/articles/CBMiogFBVV95cUxNa1ZxaWd6OUhZeW5iMDM3d1U5VXhQaU9nSE5Ebk9xR2hTOGlZZ3ZqSFZsZmFZbS04d2FqNUl3bi1HTktraVdnc3NDTmxaQUdxTWFGeklwenhnakJuWG1qeDByYURCMnVKYzVlNUZmaFczZEh3SEU0VnRTNWtSMjZUaHRPY0VSRHFGc3owdFpiYXB5Z29YR19iUjJhVmp2aGpJVUE?oc=5,https://news.google.com/rss/articles/CBMiogFBVV95cUxNa1ZxaWd6OUhZeW5iMDM3d1U5VXhQaU9nSE5Ebk9xR2hTOGlZZ3ZqSFZsZmFZbS04d2FqNUl3bi1HTktraVdnc3NDTmxaQUdxTWFGeklwenhnakJuWG1qeDByYURCMnVKYzVlNUZmaFczZEh3SEU0VnRTNWtSMjZUaHRPY0VSRHFGc3owdFpiYXB5Z29YR19iUjJhVmp2aGpJVUE?oc=5,0,bullish,0.78,partnership,[],1.4,1,0,partnership,,0.381,weak,lex=0.70; conf=0.78; novelty,0.78,1,gpt-4o-mini,4313265402552741804,0,news.google.com,2023-11-30
The surface urban heat island effect decreases bird diversity in Chinese cities - ScienceDirect.com,https://news.google.com/rss/articles/CBMidkFVX3lxTE9GcFFfLVB5ZmcxZ09OWmdqdV84bWR2cDFXU3dJSVFTNHhmQnNRT0M0RFc4U2JmcFdvUWZnd3c2ZjRlN2xvTW1tS3JLVVRnSXgtUksxRXVWckVTRmtzS1BqTVNxcHZUMVJ4ektDdWdkTW1xd1k4MFE?oc=5,https://news.google.com/rss/articles/CBMidkFVX3lxTE9GcFFfLVB5ZmcxZ09OWmdqdV84bWR2cDFXU3dJSVFTNHhmQnNRT0M0RFc4U2JmcFdvUWZnd3c2ZjRlN2xvTW1tS3JLVVRnSXgtUksxRXVWckVTRmtzS1BqTVNxcHZUMVJ4ektDdWdkTW1xd1k4MFE?oc=5,0,bearish,0.6,ban,[],0.0,0,0,,ban,0.16,weak,conf=0.60; novelty,-0.6,-1,gpt-4o-mini,2218577294128053209,0,news.google.com,2023-11-30
Record-high Antarctic Peninsula temperatures and surface melt in February 2022: a compound event with an intense atmospheric river | npj Climate and Atmospheric Science - Nature,https://news.google.com/rss/articles/CBMiX0FVX3lxTFB0TllNSjFuQ19yR2wtN2Q5SDVjc01FcHhzZHNNZnczeXdOczdvbDd2NGFlcXBPdmpTQzBib1RnMGQ4NnpOWkRnT092RkRCWGJtSVhEV0RUODZ3MW11eVJF?oc=5,https://news.google.com/rss/articles/CBMiX0FVX3lxTFB0TllNSjFuQ19yR2wtN2Q5SDVjc01FcHhzZHNNZnczeXdOczdvbDd2NGFlcXBPdmpTQzBib1RnMGQ4NnpOWkRnT092RkRCWGJtSVhEV0RUODZ3MW11eVJF?oc=5,0,bullish,0.6,record,[],0.0,0,0,record,,0.16,weak,conf=0.60; novelty,0.6,1,gpt-4o-mini,3712058202898441832,0,news.google.com,2023-12-03
"A third man was buried without his family’s knowledge near Jackson, Mississippi - NBC News",https://news.google.com/rss/articles/CBMiqAFBVV95cUxPaGpnWE8teU5JVVFUa19YaS1QdU56Qk53bXFVc2E2bG1ndGRSVVptdjZXUkFzRm1NdG53SGFnZHRaOGpwS0lNcnBjVkRWOVJjM0xibFpDNnhDYnhLOVE5cktMZnRtLVYwWG50UXp1cEp3bHFnRVlZZHlXbjd0V2JGeGpoMlJ5eVd3UU1PUW95YTVCQ21oQU5JRFBfbjJ6WmpIbzFnZ2lNdGTSAVZBVV95cUxPMXUwWm9iYkJvRTctT1M3UkVKNG5KYnFlcVZEVENYeVNmYW5xNVFMQ2thRWNxWmtoSXBaRksyMEl3eFhUNGNTZ05teWo1VHFZekFSSUgyQQ?oc=5,https://news.google.com/rss/articles/CBMiqAFBVV95cUxPaGpnWE8teU5JVVFUa19YaS1QdU56Qk53bXFVc2E2bG1ndGRSVVptdjZXUkFzRm1NdG53SGFnZHRaOGpwS0lNcnBjVkRWOVJjM0xibFpDNnhDYnhLOVE5cktMZnRtLVYwWG50UXp1cEp3bHFnRVlZZHlXbjd0V2JGeGpoMlJ5eVd3UU1PUW95YTVCQ21oQU5JRFBfbjJ6WmpIbzFnZ2lNdGTSAVZBVV95cUxPMXUwWm9iYkJvRTctT1M3UkVKNG5KYnFlcVZEVENYeVNmYW5xNVFMQ2thRWNxWmtoSXBaRksyMEl3eFhUNGNTZ05teWo1VHFZekFSSUgyQQ?oc=5,0,bearish,0.55,miss,[],0.0,0,0,,miss,0.124,weak,conf=0.55; pen:low_relevance; novelty,-0.55,-1,gpt-4o-mini,11639410210376299968,0,news.google.com,2023-12-09
AFL-CIO and Microsoft Announce New Tech-Labor Partnership on AI and the Future of the Workforce - AFL-CIO,https://news.google.com/rss/articles/CBMitgFBVV95cUxOdEhMXzRZT1NpSmo2UE5KY1Y0eFRyRnZOOWc3WmVHRGdFYzVSU2EtS0J1QndkVWRxR0FTY1hmMkFqUG5ERmlYVkRRVVFWWFZEWDRBajh4NmNsVjZfcTNvWFFoRU1MOS16cmNZWERDU1RQeWVQcFg1NGhuQ2dJNVNoX3gzM2JiTkw0VTJESDY2ZHg0QkM0eDBxYzd5enhzenVZTHU4NlRuRFZfRmoxeWxpdXNaS0N1Zw?oc=5,https://news.google.com/rss/articles/CBMitgFBVV95cUxOdEhMXzRZT1NpSmo2UE5KY1Y0eFRyRnZOOWc3WmVHRGdFYzVSU2EtS0J1QndkVWRxR0FTY1hmMkFqUG5ERmlYVkRRVVFWWFZEWDRBajh4NmNsVjZfcTNvWFFoRU1MOS16cmNZWERDU1RQeWVQcFg1NGhuQ2dJNVNoX3gzM2JiTkw0VTJESDY2ZHg0QkM0eDBxYzd5enhzenVZTHU4NlRuRFZfRmoxeWxpdXNaS0N1Zw?oc=5,0,bullish,0.78,partnership,[],1.4,1,0,partnership,,0.381,weak,lex=0.70; conf=0.78; novelty,0.78,1,gpt-4o-mini,4219742307014369872,0,news.google.com,2023-12-10
Create new ways to serve your mission with Microsoft Azure Space - Microsoft Azure,https://news.google.com/rss/articles/CBMipwFBVV95cUxNRy1BMVRwSTZfQXJpYTI4dGRHM1JqOUp0TC11LWdaaDlKZUtTaXVlWUpZd0NiWGdHd21oUUJkYTVNSC1zcWJkQnJTWVNtT0dwa0lmM3I5QTJhUjJXWTFFWUs1cWNtTGlOOHh4R2JHcXNhV1BzRDBKMUxSUlVhZzNFUUppTFNUZ2NOdFBqT3VFZnVxZDNOYVhyMUFwa2tHeGFNSFlrZVd2NA?oc=5,https://news.google.com/rss/articles/CBMipwFBVV95cUxNRy1BMVRwSTZfQXJpYTI4dGRHM1JqOUp0TC11LWdaaDlKZUtTaXVlWUpZd0NiWGdHd21oUUJkYTVNSC1zcWJkQnJTWVNtT0dwa0lmM3I5QTJhUjJXWTFFWUs1cWNtTGlOOHh4R2JHcXNhV1BzRDBKMUxSUlVhZzNFUUppTFNUZ2NOdFBqT3VFZnVxZDNOYVhyMUFwa2tHeGFNSFlrZVd2NA?oc=5,0,bearish,0.6,miss,[],0.0,0,0,,miss,0.16,weak,conf=0.60; novelty,-0.6,-1,gpt-4o-mini,13209354429719307699,0,news.google.com,2023-12-10
Microsoft Tapping into Microgrids and RNG to Power Data Center During Grid Outages - Microgrid Knowledge,https://news.google.com/rss/articles/CBMi-wFBVV95cUxOUWZLNE52SjQzMFFzWXdTajluYmRuNlB3SXhNcDVOUXZybk9CNkZuWUxyQ1g0ZHh0eTI3UnFYTlJ6YTRoVmlSRGxKcjFQSGVYb1h2dmdjck9yNHZqbFY1Rm1oRGxVY2hzMkhlTnFCc3ZEb2RHcGNwSnRXaHMzUnhaaHBnbmNidDRtSXBKUTJibkUta1JtMWpWT1VaQllqNlBEM0NyWVFhbzQ4dFVjandPSjFCVEo5UDBGQl9pZnhtYUhaVERVaWpsZzV5akZGUkRxNG9ueUZyWTg4SVRMUUpfMkZ0amdfYXA4cVdQX0RUSkoyWjBCd3VPb3VSOA?oc=5,https://news.google.com/rss/articles/CBMi-wFBVV95cUxOUWZLNE52SjQzMFFzWXdTajluYmRuNlB3SXhNcDVOUXZybk9CNkZuWUxyQ1g0ZHh0eTI3UnFYTlJ6YTRoVmlSRGxKcjFQSGVYb1h2dmdjck9yNHZqbFY1Rm1oRGxVY2hzMkhlTnFCc3ZEb2RHcGNwSnRXaHMzUnhaaHBnbmNidDRtSXBKUTJibkUta1JtMWpWT1VaQllqNlBEM0NyWVFhbzQ4dFVjandPSjFCVEo5UDBGQl9pZnhtYUhaVERVaWpsZzV5akZGUkRxNG9ueUZyWTg4SVRMUUpfMkZ0amdfYXA4cVdQX0RUSkoyWjBCd3VPb3VSOA?oc=5,0,bearish,0.6,outage,[],0.0,0,0,,outage,0.277,weak,hard_trig; conf=0.60; novelty,-0.6,-1,gpt-4o-mini,14523309858307982910,0,news.google.com,2023-12-12
GitHub Actions – Artifacts v4 is now Generally Available - The GitHub Blog,https://news.google.com/rss/articles/CBMinAFBVV95cUxNRFNFcGRPWTAtM3pyRE5DS0VTTlNabGFydXNnc0xFYVdjdkl5dmROSGZpbmYtOXI0aE0wdGhKT3VITW5xN2R4eXNGaTI5U2lpZTI2a3dnWExXYVk1LUtDWTZuUWU1WGpHZ29qNTMzU1VJdkhlZkdZWFdacDRjM0piRVVoOXEzNS1uMU9TOEZaTjAzeEQ2VzVkMzZrQjI?oc=5,https://news.google.com/rss/articles/CBMinAFBVV95cUxNRFNFcGRPWTAtM3pyRE5DS0VTTlNabGFydXNnc0xFYVdjdkl5dmROSGZpbmYtOXI0aE0wdGhKT3VITW5xN2R4eXNGaTI5U2lpZTI2a3dnWExXYVk1LUtDWTZuUWU1WGpHZ29qNTMzU1VJdkhlZkdZWFdacDRjM0piRVVoOXEzNS1uMU9TOEZaTjAzeEQ2VzVkMzZrQjI?oc=5,0,bullish,0.78,\bsurges?|soars?|rall(y|ies)|jumps?|spikes?\b,[],1.4,1,0,,,0.381,weak,lex=0.70; conf=0.78; novelty,0.78,1,gpt-4o-mini,1946531697027926370,0,news.google.com,2023-12-13
Key customer benefits of the Microsoft and MongoDB expanded partnership - Microsoft Azure,https://news.google.com/rss/articles/CBMisAFBVV95cUxNZ1l3U1FZMHUxZWRtbkxpemNjUWhoTmkyS3ZKYlR6QWdLQWptamNQWlFCMk52NFNJbHJQVzRDYjFiM2M0X09FV2lfT3VsRlV2OG5Sb1pYZDFQZ2tiTzVvUThkLUFmajdqTzdKLUh1ZkJLa29seU9qazdoa2RMRGZ0SWNrV0V6alFYSW8xaU9IRV9HTWVmWE1jcTRVUlhJeXFKRDJtSXVKd182RnBqWjc1Mg?oc=5,https://news.google.com/rss/articles/CBMisAFBVV95cUxNZ1l3U1FZMHUxZWRtbkxpemNjUWhoTmkyS3ZKYlR6QWdLQWptamNQWlFCMk52NFNJbHJQVzRDYjFiM2M0X09FV2lfT3VsRlV2OG5Sb1pYZDFQZ2tiTzVvUThkLUFmajdqTzdKLUh1ZkJLa29seU9qazdoa2RMRGZ0SWNrV0V6alFYSW8xaU9IRV9HTWVmWE1jcTRVUlhJeXFKRDJtSXVKd182RnBqWjc1Mg?oc=5,0,bullish,0.78,partnership,[],1.4,1,0,partnership,,0.381,weak,lex=0.70; conf=0.78; novelty,0.78,1,gpt-4o-mini,4261365152502476565,0,news.google.com,2023-12-14
GitHub Copilot Chat now generally available for organizations and individuals - The GitHub Blog,https://news.google.com/rss/articles/CBMiwwFBVV95cUxOdGZwM0MyRGxFMXBrcFlIUW5Qa3pPbEVsTmpfblp0dWVVS19CME1PdHlmOTFYeHc2ZWdGUy1TVTYtbnJCVzlmZGgxZGtsNlQtbmFjaEpEU20ySC03RnBob0lpTURHd3RFRUY0UzFWTzJESEc2TDN0YkN2b1B3eU9uclFpeXBSbkFjNG5fdERkTWkyQjcyRVJEZ2d0bDd0U3llTElfbTdVOTdkanFwYXJ1ejZUQ0ZnLXQyeU5GWURTcTBpTHM?oc=5,https://news.google.com/rss/articles/CBMiwwFBVV95cUxOdGZwM0MyRGxFMXBrcFlIUW5Qa3pPbEVsTmpfblp0dWVVS19CME1PdHlmOTFYeHc2ZWdGUy1TVTYtbnJCVzlmZGgxZGtsNlQtbmFjaEpEU20ySC03RnBob0lpTURHd3RFRUY0UzFWTzJESEc2TDN0YkN2b1B3eU9uclFpeXBSbkFjNG5fdERkTWkyQjcyRVJEZ2d0bDd0U3llTElfbTdVOTdkanFwYXJ1ejZUQ0ZnLXQyeU5GWURTcTBpTHM?oc=5,0,bullish,0.78,\bsurges?|soars?|rall(y|ies)|jumps?|spikes?\b,[],1.4,1,0,,,0.381,weak,lex=0.70; conf=0.78; novelty,0.78,1,gpt-4o-mini,1983586352933061739,0,news.google.com,2023-12-28
"GitHub makes Copilot Chat generally available, letting devs ask questions about code - TechCrunch",https://news.google.com/rss/articles/CBMiugFBVV95cUxOcVh6VzNOUklkTjhnMHhxd1ZjckNpcFBZZ0s4U25OcjRNdWprM1dFWGxZVDlwUmJUcW1sUGt2MzRUNTlzOEhha1dPT3gyMDk1UHpIeFR6NkZqTzgwb0RabWd2VlJtTVlhMjhsQTBia0l6M2x3dDY1cU83RVAyaGNsZnhzVnRZOFdkSVBhWU5SeFBfWGpULVhmcXVIaWJ0M1kxbkYtM01EVDdNb2s3c0ZuZnA1TnpqX0RteFE?oc=5,https://news.google.com/rss/articles/CBMiugFBVV95cUxOcVh6VzNOUklkTjhnMHhxd1ZjckNpcFBZZ0s4U25OcjRNdWprM1dFWGxZVDlwUmJUcW1sUGt2MzRUNTlzOEhha1dPT3gyMDk1UHpIeFR6NkZqTzgwb0RabWd2VlJtTVlhMjhsQTBia0l6M2x3dDY1cU83RVAyaGNsZnhzVnRZOFdkSVBhWU5SeFBfWGpULVhmcXVIaWJ0M1kxbkYtM01EVDdNb2s3c0ZuZnA1TnpqX0RteFE?oc=5,0,bullish,0.78,\bsurges?|soars?|rall(y|ies)|jumps?|spikes?\b,[],1.4,1,0,,,0.381,weak,lex=0.70; conf=0.78; novelty,0.78,1,gpt-4o-mini,14226639599602054915,0,news.google.com,2023-12-28
From Translating Persona to Helping Indies at Xbox With Madoka Ueno - superjumpmagazine.com,https://news.google.com/rss/articles/CBMijgFBVV95cUxOUGlWS2YtQzM0UEZPZ0dEV0tuS0RRTXZjU3hiUEhQX281MlEzTEZiU0tzWnBZSmNxSmZBVGNLNTZlRXhqUk5aOEhFOUptR0ZoeW9lQkVrR2NYeUR4Yzk0SXpQUEdFLWZlMXAxNEZYTldGMFN5VlFGLTRnNXpDV3E0RnBiR0hiQ21UYXB1S3JB0gGTAUFVX3lxTFBLMFMxNlF5dkVmY3EtSnQwZHZVbWpUbEp1SmZVNzhObWNzYm9rYXRuZ0l5UEQxeU55T1RPQTFIUDNDdEhoM3VJX0dzY3R1NVhlUHB2ay1kYTZYTDVEcTBKdWZwMWFkZUlqN3ZUaW5yaXNBN1owSHpfa0d1TUNZUXY1TUtmYXJtSmFvXzdPR0tfYjZWdw?oc=5,https://news.google.com/rss/articles/CBMijgFBVV95cUxOUGlWS2YtQzM0UEZPZ0dEV0tuS0RRTXZjU3hiUEhQX281MlEzTEZiU0tzWnBZSmNxSmZBVGNLNTZlRXhqUk5aOEhFOUptR0ZoeW9lQkVrR2NYeUR4Yzk0SXpQUEdFLWZlMXAxNEZYTldGMFN5VlFGLTRnNXpDV3E0RnBiR0hiQ21UYXB1S3JB0gGTAUFVX3lxTFBLMFMxNlF5dkVmY3EtSnQwZHZVbWpUbEp1SmZVNzhObWNzYm9rYXRuZ0l5UEQxeU55T1RPQTFIUDNDdEhoM3VJX0dzY3R1NVhlUHB2ay1kYTZYTDVEcTBKdWZwMWFkZUlqN3ZUaW5yaXNBN1owSHpfa0d1TUNZUXY1TUtmYXJtSmFvXzdPR0tfYjZWdw?oc=5,0,bullish,0.78,\bsurges?|soars?|rall(y|ies)|jumps?|spikes?\b,[],1.4,1,0,,,0.381,weak,lex=0.70; conf=0.78; novelty,0.78,1,gpt-4o-mini,11749060929553857721,0,news.google.com,2023-12-30
Microsoft's New AI Key for Windows 11 Laptops Is a Bold Bid for AI Dominance - CNET,https://news.google.com/rss/articles/CBMisgFBVV95cUxPbTV2dVdNaEVnNFgyS1Facnd0TDc4UE05LUduSFRqc25jWk5PNFMzc09DWmZ5NGUzOGtRbVBFRVI3YWp1SFFTR0p0NUs4Z0l1a0k4aktsdkZ0bWZjcWpoVkd3RmtkWkNLVWc1N0pVSzFGbENDVmV4b0FDRnU0aGRnY29MZ21NTV9XTlljYkZVeloxRWJqNndLc1ZKWTluVkh3a3ZXOFVZeWFUWkFoOXVjd3NR?oc=5,https://news.google.com/rss/articles/CBMisgFBVV95cUxPbTV2dVdNaEVnNFgyS1Facnd0TDc4UE05LUduSFRqc25jWk5PNFMzc09DWmZ5NGUzOGtRbVBFRVI3YWp1SFFTR0p0NUs4Z0l1a0k4aktsdkZ0bWZjcWpoVkd3RmtkWkNLVWc1N0pVSzFGbENDVmV4b0FDRnU0aGRnY29MZ21NTV9XTlljYkZVeloxRWJqNndLc1ZKWTluVkh3a3ZXOFVZeWFUWkFoOXVjd3NR?oc=5,0,bullish,0.6,tops,[],0.0,0,0,tops,,0.16,weak,conf=0.60; novelty,0.6,1,gpt-4o-mini,3950659502820644200,0,news.google.com,2024-01-06
RIP Microsoft WordPad. You Will Be Missed - Gizmodo,https://news.google.com/rss/articles/CBMickFVX3lxTFBkY1NkaEhBRUpjMkpGZjJZTzF6a2QzbUdMV3hPclFUNzFPMFVtM2RTeFdqdi1WTFFQeUQxb0xOeUpSQlRndmxKQ0lfRVJiWDRNWERuREUzTUhsUmt3b1ItOFhIR3N1NWFDWGt1UmxKSDI4UQ?oc=5,https://news.google.com/rss/articles/CBMickFVX3lxTFBkY1NkaEhBRUpjMkpGZjJZTzF6a2QzbUdMV3hPclFUNzFPMFVtM2RTeFdqdi1WTFFQeUQxb0xOeUpSQlRndmxKQ0lfRVJiWDRNWERuREUzTUhsUmt3b1ItOFhIR3N1NWFDWGt1UmxKSDI4UQ?oc=5,0,bearish,0.6,miss,[],0.0,0,0,,miss,0.16,weak,conf=0.60; novelty,-0.6,-1,gpt-4o-mini,18315761165376548665,0,news.google.com,2024-01-05
It's been 8 years since I first tried one of Microsoft's most underrated products and I still miss it every day - Windows Central,https://news.google.com/rss/articles/CBMi-gFBVV95cUxNYXQ3Nk1ZM3hTWHpHeENJZUw2d1dIOFEyV25nS2d1R0JjZGxhT0drNjZkRmc5U0hrM3NGQzZCcU0xQlVJbnhfbmpKOU5qZW1OUWNNZnlrbnk1YTYyUnVSZ1Q4SWJ0dE5oZVNOUURoNUlpU3JNRURkSXFkR3dhVHBSdGZ5SE1pVUhHWUdHZ0tNbzg2anU1SExrWGJLTktZb0VKbWpEVV9Xdzd2bFNQdVZQUVNmTU42dXo2bWE1blljeWN0eGphaWVmcjZZb0NFT2ZEbnFhVGtqRFZ6MmJuZXpncjZTTWJ4ZUVZYUdIaXBudkVPbGduU0lhQlh3?oc=5,https://news.google.com/rss/articles/CBMi-gFBVV95cUxNYXQ3Nk1ZM3hTWHpHeENJZUw2d1dIOFEyV25nS2d1R0JjZGxhT0drNjZkRmc5U0hrM3NGQzZCcU0xQlVJbnhfbmpKOU5qZW1OUWNNZnlrbnk1YTYyUnVSZ1Q4SWJ0dE5oZVNOUURoNUlpU3JNRURkSXFkR3dhVHBSdGZ5SE1pVUhHWUdHZ0tNbzg2anU1SExrWGJLTktZb0VKbWpEVV9Xdzd2bFNQdVZQUVNmTU42dXo2bWE1blljeWN0eGphaWVmcjZZb0NFT2ZEbnFhVGtqRFZ6MmJuZXpncjZTTWJ4ZUVZYUdIaXBudkVPbGduU0lhQlh3?oc=5,0,bearish,0.6,miss,[],0.0,0,0,,miss,0.16,weak,conf=0.60; novelty,-0.6,-1,gpt-4o-mini,3936039543314527824,0,news.google.com,2024-01-04
Microsoft Tops Apple to Become Most Valuable Public Company (Published 2024) - The New York Times,https://news.google.com/rss/articles/CBMikgFBVV95cUxNa2ZrUkJ3LUYxVURtMGNDUFZvVXh5T1RneXoya0FIbk9HZWphWElmZXU1WnhVSmpmMUk5bjI2bElIUEU3WXNqRW1FbXVwYllyUkFsZURWZjRxUmhhUUM1d2dGSjRoWTlWN3hyLWpPNV9ZMW9zYTdvc1NmMzNlRTZJbnJ2UDBfZGJ0bHNvLXd5RHBuQQ?oc=5,https://news.google.com/rss/articles/CBMikgFBVV95cUxNa2ZrUkJ3LUYxVURtMGNDUFZvVXh5T1RneXoya0FIbk9HZWphWElmZXU1WnhVSmpmMUk5bjI2bElIUEU3WXNqRW1FbXVwYllyUkFsZURWZjRxUmhhUUM1d2dGSjRoWTlWN3hyLWpPNV9ZMW9zYTdvc1NmMzNlRTZJbnJ2UDBfZGJ0bHNvLXd5RHBuQQ?oc=5,0,bullish,0.6,tops,[],0.0,0,0,tops,,0.16,weak,conf=0.60; novelty,0.6,1,gpt-4o-mini,10915331644550747515,0,news.google.com,2024-01-11
"Palworld dev explains Steam and Xbox differences, missing features: ""We're really at the mercy of the certification here"" - Windows Central",https://news.google.com/rss/articles/CBMioAFBVV95cUxNeUdfVUpocVVjbjEzcWplTUsxV2NYRmgzeUhXQWlkaEVNTUlRbzJwdGpLcC1wVENla3VGczBBbUh5bTY0S1Z0VkhIa1pjdzZCUG96Y2Uya2VvRncwVU5DTTM0UldRNnFYUzhIbl9NWGdnZmpYdHExWUZ1OHNDX212N2Z5YTljc253LW8zYmhjajZIdWJ4cHNadDJ6LTVjdGVO?oc=5,https://news.google.com/rss/articles/CBMioAFBVV95cUxNeUdfVUpocVVjbjEzcWplTUsxV2NYRmgzeUhXQWlkaEVNTUlRbzJwdGpLcC1wVENla3VGczBBbUh5bTY0S1Z0VkhIa1pjdzZCUG96Y2Uya2VvRncwVU5DTTM0UldRNnFYUzhIbl9NWGdnZmpYdHExWUZ1OHNDX212N2Z5YTljc253LW8zYmhjajZIdWJ4cHNadDJ6LTVjdGVO?oc=5,0,bearish,0.6,miss,[],0.0,0,0,,miss,0.16,weak,conf=0.60; novelty,-0.6,-1,gpt-4o-mini,13333269004789932994,0,news.google.com,2024-01-20
Microsoft Mesh is generally available in Microsoft Teams | Microsoft 365 Blog - Microsoft,https://news.google.com/rss/articles/CBMi8AFBVV95cUxPZi1jaWFLV1VDdUM1Q0ZWdzQwZUR0UjhPS1RnVzFscHBvanp5ekdNVld1Y2l2OFlhdFlyOUJzNmloQUk1Nnp5RGlwSmxJMklWSE9LOUNSWTNYT1pRSS1KOTBDQmlacHFXLVc4ZVFtQjkxMnZBWk42azd0bFVLMlZjcVE1OElOWEUzWFZhQ0RBMGlnQ0llc0MwWmg2TEIwd1NfbTVhM2VELWlHQldRd2lMU0FkN0NsbjVWUGxKZEZaRTF2ZU9CRjJrVnlDYnRuak5wX2dDcmxGVVFKQlFpZWQxN2dDU3d5QjU1amdicFpkeWk?oc=5,https://news.google.com/rss/articles/CBMi8AFBVV95cUxPZi1jaWFLV1VDdUM1Q0ZWdzQwZUR0UjhPS1RnVzFscHBvanp5ekdNVld1Y2l2OFlhdFlyOUJzNmloQUk1Nnp5RGlwSmxJMklWSE9LOUNSWTNYT1pRSS1KOTBDQmlacHFXLVc4ZVFtQjkxMnZBWk42azd0bFVLMlZjcVE1OElOWEUzWFZhQ0RBMGlnQ0llc0MwWmg2TEIwd1NfbTVhM2VELWlHQldRd2lMU0FkN0NsbjVWUGxKZEZaRTF2ZU9CRjJrVnlDYnRuak5wX2dDcmxGVVFKQlFpZWQxN2dDU3d5QjU1amdicFpkeWk?oc=5,0,bullish,0.78,\bsurges?|soars?|rall(y|ies)|jumps?|spikes?\b,[],1.4,1,0,,,0.381,weak,lex=0.70; conf=0.78; novelty,0.78,1,gpt-4o-mini,4577705814938594618,0,news.google.com,2024-01-23
